28	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23
28	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	24	23	23	23	23	25	23	23	23	23	23
23	25	23	23	23	23	23	23	23	23	28	28	23	23	23	23	23	23	23	23	26	23	23	23	23	25	23	23	23	23	23	23	27	23	23	23	23	23	23	23
23	23	23	23	24	23	23	23	27	28	28	28	25	23	25	27	23	23	23	23	23	23	23	23	23	23	23	28	23	23	23	23	23	23	23	23	23	23	23	23
23	23	23	23	23	23	23	23	23	23	28	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	28	28	28	23	25	23	23	23	23	23	23	23	23	23
23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	24	23	23	23	23	23	23	28	28	28	23	23	23	23	23	23	23	23	23	23	23	23
23	23	23	26	23	23	23	23	23	23	23	26	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23
23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	24	23	27	23	23	23	23	23	23	23	23	23	23	23
23	23	23	23	23	23	24	23	23	23	23	23	23	24	23	23	23	23	25	23	23	23	23	23	23	23	23	23	23	23	23	23	24	23	23	23	23	23	23	23
23	27	23	23	23	23	23	23	23	25	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23
23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	68	68	68	68	68	68	68	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23
23	23	23	23	23	23	23	23	23	23	23	23	25	23	23	23	68	67	67	67	67	67	68	23	23	23	23	23	26	23	23	23	23	23	23	23	23	23	23	23
23	23	23	23	23	23	23	27	23	23	23	23	23	23	23	23	68	67	67	69	67	67	68	23	23	24	23	23	25	23	23	23	23	23	23	23	23	23	23	23
23	23	24	23	23	23	23	23	23	28	23	23	23	23	23	23	68	67	67	67	67	67	68	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23
23	23	23	23	23	23	23	23	28	28	28	23	23	23	23	23	68	67	67	67	67	67	68	23	23	23	23	23	23	23	23	23	24	23	23	25	23	23	23	23
23	23	23	23	23	24	23	23	28	28	28	28	24	23	23	23	68	67	67	67	67	67	68	23	23	23	23	23	26	23	28	28	23	23	23	23	23	23	23	23
23	23	23	23	23	23	23	23	23	28	28	27	23	23	23	23	68	67	67	67	67	67	68	23	23	23	23	23	23	28	28	28	28	23	23	23	23	23	23	23
23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	68	68	68	67	68	68	68	23	23	23	23	23	23	23	28	28	23	23	23	23	23	23	23	23
23	23	23	23	23	25	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	28	23	23	23	23	23	23	23	23	23
23	23	23	23	26	23	23	23	23	23	23	23	23	23	25	23	23	23	23	23	23	23	23	23	23	23	23	25	23	23	23	23	23	23	23	23	23	23	23	23
23	23	25	23	23	23	23	23	23	23	24	23	23	23	23	23	23	25	23	23	23	23	27	23	24	23	23	23	23	27	23	23	23	23	23	23	23	23	23	23
23	23	23	23	23	23	23	23	23	23	23	23	26	23	23	23	23	23	23	23	28	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23
23	23	23	23	23	23	23	23	25	23	23	23	23	23	23	23	23	23	23	28	28	28	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23
23	23	23	23	24	23	23	23	23	23	23	23	23	23	23	23	24	23	23	28	28	28	23	25	23	23	23	23	24	23	23	23	23	24	23	23	23	23	23	23
23	23	23	23	23	23	23	23	23	23	25	23	23	23	23	23	23	23	23	23	28	28	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23
23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23
23	23	23	23	23	23	23	23	23	23	23	23	23	23	24	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23
23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23
